id_contrat;Expo;type_produit;Statut_cloture;recup_tot_realise;lgd ;tx_recup_total_realisee;controle;duree ;date_entree_defaut;M1;M2;M3;M4;M5;M6;M7;M8;M9;M10;M11;M12;M13;M14;M15;M16;M17;M18;M19;M20;M21;M22;M23;M24;M25;M26;M27;M28;M29;M30;M31;M32;M33;M34;M35;M36;M37;M38;M39;M40;M41;M42;M43;M44;M45;M46;M47;M48
773653328;6754; Classique ;clos;1750;0.489191590168789;0.510808409831211;1;48;2015;27;28;11;19;34;30;10;17;20;47;55;40;62;46;52;63;50;61;27;52;48;62;14;41;30;65;30;40;39;60;60;39;61;6;47;41;31;44;19;21;0;7;68;44;36;20;7;19
879434945;1932; Facilities ;clos;640;0.399585921325052;0.600414078674948;1;48;2015;17;12;18;21;5;19;1;10;17;21;7;9;23;24;24;5;16;11;9;8;7;1;23;3;6;24;21;15;18;16;15;16;5;20;14;23;5;23;8;12;5;19;7;5;9;15;13;15
993616471;1832; Facilities ;clos;532;0.477620087336245;0.522379912663755;1;48;2015;56;19;0;4;10;14;8;16;15;16;0;8;14;3;2;19;10;6;16;18;8;14;8;15;6;3;12;12;14;2;11;10;2;14;4;14;8;1;6;15;8;15;11;11;14;14;11;15
561131341;4076; Classique ;clos;1290;0.431550539744848;0.568449460255152;1;48;2015;39;38;43;42;38;40;26;33;2;30;47;23;43;41;26;19;21;14;4;0;44;31;31;28;38;34;48;14;2;11;20;45;26;26;6;34;19;24;32;1;22;47;17;11;14;34;42;20
442650539;5222; Classique ;clos;1237;0.453274607430103;0.546725392569897;1;48;2015;5;24;9;15;17;14;4;5;59;0;16;10;11;50;47;14;31;20;21;16;11;18;44;57;5;58;53;3;50;30;15;45;46;56;30;58;15;28;56;4;10;22;11;35;29;0;57;3
854819744;4346; Classique ;clos;1583;0.30441785549931;0.69558214450069;1;48;2015;9;23;6;59;35;5;36;16;0;58;60;35;35;60;15;4;58;17;17;47;31;24;50;50;57;48;59;10;11;36;49;41;25;5;55;46;5;47;50;20;34;22;49;49;23;49;14;29
795145886;2923; Facilities ;clos;731;0.484091686623332;0.515908313376668;1;48;2015;28;4;20;26;3;4;5;5;16;29;23;15;4;9;11;30;14;31;6;14;12;28;3;18;24;6;18;2;12;18;31;11;19;27;10;8;11;7;2;8;27;20;20;17;7;31;26;11
474268582;1271; Facilities ;clos;290;0.446105428796223;0.553894571203777;1;48;2015;5;4;2;14;7;10;5;0;2;14;13;3;2;12;0;2;5;4;6;14;0;0;4;8;10;4;10;7;0;5;3;6;1;11;14;7;5;13;5;0;10;13;1;0;10;8;4;7
950217074;4776; Classique ;clos;1445;0.375418760469012;0.624581239530988;1;48;2015;26;4;15;13;14;0;48;38;55;18;24;45;48;45;6;38;1;32;57;60;55;2;50;6;38;29;30;32;59;13;56;7;39;16;45;49;14;11;21;42;9;27;51;48;49;11;48;1
999853150;5237; Classique ;clos;1445;0.42810769524537;0.57189230475463;1;48;2015;46;11;54;15;20;48;51;4;29;16;3;7;19;33;61;16;25;50;32;32;47;39;35;37;44;32;42;43;5;37;59;58;18;30;58;19;24;17;29;23;18;10;22;61;5;50;5;6
904461239;6465; Classique ;clos;1579;0.413921113689095;0.586078886310905;1;48;2015;22;10;28;11;36;52;40;4;70;11;11;28;19;74;12;37;44;7;46;69;8;41;78;22;51;71;4;52;28;26;50;36;71;56;21;9;26;73;55;27;36;14;0;32;27;11;21;2
923338569;3453; Classique ;clos;1195;0.334781349551115;0.665218650448885;1;48;2015;10;18;42;4;23;31;33;7;47;39;38;23;36;21;29;40;20;21;47;3;4;10;13;26;36;7;36;24;43;38;18;21;42;12;28;20;33;40;6;18;45;32;24;13;14;31;28;1
942566011;5378; Classique ;clos;1458;0.405355150613611;0.594644849386389;1;48;2015;38;5;31;6;34;56;18;42;11;54;4;0;25;36;55;8;10;31;22;63;5;58;1;33;23;58;16;43;18;4;30;64;38;64;22;61;54;41;22;32;55;32;41;9;5;10;34;36
231379075;5843; Classique ;clos;1649;0.35717953106281;0.64282046893719;1;48;2015;5;50;24;0;2;74;25;48;58;25;40;20;2;62;65;37;66;27;49;22;18;38;2;39;40;24;8;47;29;59;62;68;47;32;0;18;36;15;33;30;51;76;62;18;20;2;12;62
194141759;6625; Classique ;clos;1735;0.366037735849057;0.633962264150943;1;48;2015;45;12;4;38;71;59;5;10;74;40;80;30;27;63;1;54;20;47;39;43;12;20;48;7;85;67;44;60;3;56;34;56;41;84;74;6;30;83;3;10;34;35;4;23;0;32;10;12
528766624;2543; Facilities ;clos;806;0.377506881635863;0.622493118364137;1;48;2015;25;22;3;16;12;21;7;30;1;30;6;10;10;16;15;14;12;12;1;26;27;26;17;29;25;5;0;9;27;25;21;1;17;30;18;14;29;12;32;19;22;31;29;25;13;3;10;1
945470405;1311; Facilities ;clos;477;0.363844393592677;0.636155606407323;1;48;2015;23;12;16;12;11;17;12;2;11;0;6;13;9;15;6;17;14;15;7;7;2;16;15;8;0;5;3;10;17;14;4;15;10;10;0;4;12;16;6;10;3;13;6;6;1;17;16;13
936980140;1290; Facilities ;clos;378;0.417829457364341;0.582170542635659;1;48;2015;17;13;11;13;3;10;12;4;8;0;3;4;11;11;2;15;5;2;6;12;11;15;14;14;15;10;7;12;4;8;12;6;4;7;1;5;8;1;4;2;2;10;8;8;9;3;15;1
625951094;3652; Classique ;clos;1165;0.376506024096386;0.623493975903614;1;48;2015;32;24;17;20;38;23;11;30;34;31;19;40;15;39;40;27;35;41;18;32;13;38;26;10;42;32;5;3;13;45;33;2;2;4;30;39;35;18;1;7;29;12;38;42;38;20;22;0
246665517;4382; Classique ;clos;1391;0.400273847558193;0.599726152441807;1;48;2015;32;29;53;47;33;29;54;52;33;50;0;42;7;42;15;9;1;49;24;27;32;12;39;15;50;35;47;13;0;40;30;41;22;7;13;23;52;37;42;16;34;3;50;13;24;12;36;25
954513618;3047; Classique ;clos;803;0.403347554972104;0.596652445027896;1;48;2015;3;17;4;26;14;0;36;27;3;6;33;9;12;5;16;21;21;27;1;37;19;26;3;9;26;25;34;4;13;25;28;3;6;28;7;9;9;7;13;21;2;8;36;26;29;19;14;36
606607091;7176; Classique ;clos;2568;0.349080267558528;0.650919732441471;1;48;2015;123;84;49;90;97;44;93;6;17;4;65;41;23;75;3;61;80;26;94;17;53;63;8;91;52;81;95;75;40;90;72;46;23;61;24;38;35;97;2;55;70;16;64;69;28;21;33;74
201284932;4929; Classique ;clos;1189;0.48245080137959;0.51754919862041;1;48;2015;13;29;22;51;0;49;2;36;31;25;17;39;37;47;39;20;39;17;44;46;49;17;2;2;44;13;24;44;24;14;4;19;35;14;30;20;6;21;0;0;17;12;50;29;53;0;19;24
907547345;2635; Facilities ;clos;717;0.459203036053131;0.540796963946869;1;48;2015;9;6;26;26;17;0;13;11;3;19;0;1;21;23;4;29;20;24;12;10;4;26;19;24;9;11;8;26;4;21;5;28;0;23;15;2;28;24;16;4;23;16;15;24;21;13;16;18
871854450;3990; Classique ;clos;1114;0.310025062656642;0.689974937343358;1;48;2015;6;26;12;12;29;3;27;21;44;7;15;6;47;9;55;8;28;9;4;32;4;21;10;22;20;16;7;6;53;44;9;33;45;19;36;27;19;33;44;50;9;33;0;17;3;43;38;53
718468320;2117; Facilities ;clos;536;0.454416627302787;0.545583372697213;1;48;2015;27;20;0;11;2;21;6;16;3;23;11;8;17;7;15;13;4;18;3;7;4;16;4;2;6;0;12;14;11;0;20;24;10;21;21;24;20;4;0;24;7;18;17;3;3;13;0;6
634731577;2269; Facilities ;clos;631;0.401498457470251;0.598501542529749;1;48;2015;28;19;24;0;8;12;5;7;7;28;24;18;23;14;19;0;6;20;14;17;12;16;3;28;18;2;24;16;6;0;22;26;5;13;24;8;0;12;15;9;11;10;16;6;22;3;8;3
903823369;3112; Classique ;clos;812;0.46754498714653;0.53245501285347;1;48;2015;2;12;11;21;16;28;11;27;25;21;17;11;21;31;10;10;23;9;29;24;29;0;34;29;28;5;33;9;3;14;10;15;1;2;21;17;16;21;9;11;15;2;14;7;14;29;33;32
956708337;4270; Classique ;clos;1202;0.422248243559719;0.577751756440281;1;48;2015;7;24;51;47;36;30;46;5;40;40;14;15;1;18;8;11;44;23;46;31;31;25;43;35;29;45;10;34;21;0;22;31;20;33;46;4;31;21;49;3;0;8;22;22;20;17;23;20
858900572;7117; Classique ;clos;2403;0.338344808205705;0.661655191794295;1;48;2015;127;70;38;53;49;31;5;86;67;86;77;46;33;16;17;33;47;82;47;33;40;85;58;44;30;24;43;49;95;11;74;11;62;48;2;10;97;95;37;97;19;62;54;24;51;37;80;21
255285240;3782; Classique ;clos;1278;0.3011634056055;0.6988365943945;1;48;2015;8;2;9;13;8;4;40;43;12;30;18;52;51;35;37;27;9;16;55;5;16;18;31;28;50;30;39;1;10;13;43;49;41;29;52;43;38;37;45;40;9;8;46;25;44;15;4;0
919851429;5550; Classique ;clos;2560;0.336936936936937;0.663063063063063;1;48;2015;187;61;13;32;68;35;51;73;42;64;61;72;57;59;30;56;71;57;61;64;19;28;63;42;25;52;62;59;55;17;73;29;76;36;40;64;44;33;65;55;49;40;76;71;42;31;37;63
284985868;5957; Classique ;clos;1685;0.4302501259023;0.5697498740977;1;48;2015;83;6;50;65;70;26;67;62;12;26;48;50;27;24;11;17;17;4;69;8;49;12;31;16;63;41;40;21;18;69;42;21;38;57;2;63;40;68;56;17;30;12;23;9;55;10;7;33
361809997;1490; Facilities ;clos;428;0.487919463087248;0.512080536912752;1;48;2015;34;6;4;2;0;12;4;13;9;6;10;0;12;13;7;14;13;7;10;9;9;10;13;1;13;3;9;4;14;1;0;4;10;9;0;11;8;13;4;11;11;11;12;13;13;10;14;12
890635267;3506; Classique ;clos;843;0.490017113519681;0.50998288648032;1;48;2015;34;2;11;14;29;30;12;35;9;0;1;29;2;23;22;28;28;2;13;21;11;30;3;4;2;17;25;18;29;7;3;32;2;31;29;31;10;26;13;25;28;22;33;20;3;31;5;8
120079747;7259; Classique ;clos;2161;0.415208706433393;0.584791293566607;1;48;2015;20;1;62;49;80;29;56;53;70;1;0;75;17;19;56;85;31;6;66;51;5;47;76;76;73;36;81;36;21;3;29;59;47;22;58;39;51;70;79;65;41;66;35;30;71;57;24;37
738944421;2197; Facilities ;clos;576;0.425125170687301;0.574874829312699;1;48;2015;20;4;18;2;21;8;26;20;24;18;0;8;1;1;12;10;19;15;10;3;8;4;5;12;0;16;6;12;4;10;10;21;19;5;0;19;14;5;24;10;24;9;15;22;19;8;15;20
318631021;6569; Classique ;clos;1990;0.383772263662658;0.616227736337342;1;48;2015;20;82;49;48;22;10;40;31;76;75;26;3;84;33;30;36;53;9;56;48;59;50;51;6;54;19;75;51;26;35;67;79;59;47;1;9;68;81;47;77;10;68;1;3;22;56;27;11
400507297;3214; Classique ;clos;836;0.466397013067828;0.533602986932172;1;48;2015;13;27;27;12;6;11;14;8;21;11;16;15;25;7;9;14;10;26;19;25;35;16;17;13;33;2;1;21;11;20;0;12;0;19;21;8;17;29;10;9;31;28;32;24;33;31;29;18
674059977;4471; Classique ;clos;1462;0.361664057257884;0.638335942742116;1;48;2015;61;4;3;11;21;36;10;44;28;52;17;2;17;36;58;47;46;55;2;39;51;30;52;32;12;41;21;3;31;42;1;25;22;58;26;39;50;21;8;53;4;9;35;45;58;42;29;33
750593813;4786; Classique ;clos;1355;0.419974926870038;0.580025073129962;1;48;2015;130;12;40;34;21;19;16;23;45;54;3;7;33;2;14;14;39;53;10;45;37;46;43;3;20;10;24;44;56;1;18;37;8;38;56;2;21;31;24;3;27;45;47;48;27;0;18;7
464724319;6220; Classique ;clos;2056;0.308360128617363;0.691639871382637;1;48;2015;72;75;53;67;61;16;56;61;62;6;46;26;54;55;68;12;89;69;40;72;65;67;37;10;9;52;51;59;52;74;11;52;7;22;6;33;45;56;8;0;10;36;27;18;11;61;56;61
824044214;7204; Classique ;clos;2134;0.410188784008884;0.589811215991116;1;48;2015;11;28;64;38;15;36;53;78;57;79;31;75;4;68;85;78;40;65;26;67;60;32;4;32;73;3;64;55;9;38;11;39;17;84;80;13;73;7;68;28;47;39;84;7;75;20;37;37
546076070;7091; Classique ;clos;2648;0.300239740516147;0.699760259483853;1;48;2015;64;46;8;7;92;72;26;9;102;1;29;63;97;103;83;29;87;27;103;44;37;91;79;89;58;25;55;16;69;12;28;5;56;87;79;36;68;87;78;49;36;77;17;63;82;27;55;95
296450005;3478; Classique ;clos;928;0.495399654974123;0.504600345025877;1;48;2015;1;36;10;28;10;8;32;19;17;24;17;18;15;10;24;2;18;22;15;34;29;4;27;23;4;26;1;19;10;0;6;35;36;36;8;18;8;29;35;20;27;23;21;33;1;32;22;35
610038651;5930; Classique ;clos;1666;0.451602023608769;0.548397976391231;1;48;2015;34;31;1;47;31;47;57;44;45;64;49;45;4;44;10;17;17;36;44;12;61;47;44;0;49;41;46;58;65;24;52;16;10;16;49;36;12;15;49;44;10;10;53;24;47;1;61;47
182475211;4466; Classique ;clos;1250;0.46641289744738;0.53358710255262;1;48;2015;46;7;13;27;1;18;6;44;34;9;36;46;31;15;25;46;43;24;33;37;32;32;26;12;16;0;42;9;10;7;40;25;10;39;24;27;17;36;42;39;29;17;13;42;24;40;20;39
689484375;1416; Facilities ;clos;447;0.31638418079096;0.68361581920904;1;48;2015;17;15;2;19;4;17;5;11;10;2;19;17;15;2;12;1;19;4;3;5;2;4;3;11;5;4;2;9;19;2;15;8;11;15;15;5;19;1;10;9;8;16;7;7;20;8;8;5
873066889;5348; Classique ;clos;1579;0.354338070306657;0.645661929693343;1;48;2015;20;22;55;36;20;65;69;3;7;9;71;1;55;42;57;2;17;18;69;62;16;55;51;36;3;10;26;14;58;38;28;17;29;15;15;29;3;17;27;46;32;43;48;68;38;58;27;32
264701006;2916; Facilities ;clos;709;0.470507544581619;0.529492455418381;1;48;2015;2;13;15;4;30;8;14;15;28;25;15;26;13;9;30;16;21;3;5;29;17;3;27;11;9;1;19;8;8;1;4;20;13;8;3;11;19;19;32;17;15;29;6;7;9;11;32;29
747437074;5990; Classique ;clos;1941;0.398831385642738;0.601168614357262;1;48;2015;72;34;55;68;5;19;20;19;69;30;57;24;43;51;63;65;49;57;38;15;56;60;34;17;16;57;43;55;9;72;69;55;5;13;19;65;21;58;19;70;33;3;23;59;52;18;67;20
600251380;1930; Facilities ;clos;649;0.350777202072539;0.649222797927461;1;48;2015;54;2;4;12;23;20;16;4;7;13;19;13;4;1;8;14;24;10;8;25;17;12;6;16;22;8;23;17;19;14;26;20;4;1;0;2;9;21;4;20;15;17;11;23;5;13;0;23
419944307;2109; Facilities ;clos;641;0.413940256045519;0.586059743954481;1;48;2015;6;5;17;17;17;22;21;8;4;5;25;12;15;16;20;16;9;17;8;20;24;24;17;11;19;13;12;1;1;8;14;12;9;24;2;20;8;21;15;8;23;5;8;4;11;24;21;2
779106523;2082; Facilities ;clos;815;0.381364073006724;0.618635926993276;1;48;2015;8;22;22;14;22;24;24;9;10;20;22;8;1;13;14;22;11;23;9;20;25;12;22;23;24;20;13;17;17;10;25;26;12;17;18;21;25;21;2;19;4;14;18;20;22;9;21;20
147983707;5207; Classique ;clos;1246;0.493182254657192;0.506817745342808;1;48;2015;11;5;1;15;18;48;8;47;16;9;49;28;30;34;43;21;13;52;53;6;16;47;17;53;1;34;39;54;21;21;25;35;41;21;25;4;45;5;19;8;24;45;48;19;9;12;13;38
270254147;2266; Facilities ;clos;670;0.410414827890556;0.589585172109444;1;48;2015;45;1;19;20;0;9;9;2;6;7;21;0;21;3;18;12;27;9;21;27;21;16;5;7;17;19;6;14;10;19;11;3;18;12;19;23;24;27;2;5;12;15;22;21;26;4;4;11
967202464;1367; Facilities ;clos;337;0.467446964155084;0.532553035844916;1;48;2015;7;12;14;8;10;2;9;7;11;10;1;14;5;0;2;3;5;8;10;7;5;11;6;6;3;1;2;0;7;12;15;8;14;13;13;12;7;1;0;1;12;1;2;8;1;2;14;15
556646779;3676; Classique ;clos;944;0.456746463547334;0.543253536452666;1;48;2015;3;38;0;13;34;8;19;28;8;20;25;14;36;0;21;36;19;38;41;5;13;27;28;30;23;23;40;4;2;4;16;38;13;25;3;9;22;41;7;28;15;3;20;15;16;34;35;4
791578114;7261; Classique ;clos;1835;0.480512326125878;0.519487673874122;1;48;2015;13;34;63;28;54;31;35;43;36;27;63;7;47;40;29;72;74;61;69;53;71;0;2;78;5;74;25;40;10;71;19;10;2;73;10;57;22;26;52;67;55;0;8;40;30;56;20;33
749086164;6761; Classique ;clos;1371;0.487797663067594;0.512202336932406;1;48;2015;1;43;45;52;32;20;1;0;33;58;55;25;56;52;21;31;32;31;16;8;46;26;4;16;54;21;51;10;48;42;14;1;43;18;14;55;52;21;59;2;2;49;57;4;26;3;11;10
443935518;6042; Classique ;clos;1678;0.433465739821251;0.566534260178749;1;48;2015;12;7;29;4;71;59;41;7;28;4;32;45;23;71;8;26;58;67;45;63;36;68;4;26;59;25;26;15;71;43;30;45;8;67;12;63;30;29;42;25;19;11;60;48;50;6;24;36
306059854;5092; Classique ;clos;1735;0.340337784760408;0.659662215239591;1;48;2015;6;68;19;1;15;61;41;6;24;47;45;39;12;14;58;43;65;21;58;32;2;38;39;62;20;25;48;16;43;4;44;51;66;62;53;57;9;51;51;59;57;27;35;25;28;4;44;40
324343337;4466; Classique ;clos;1196;0.460367218987909;0.539632781012091;1;48;2015;83;38;10;1;4;10;20;7;39;38;44;1;38;2;47;7;30;49;22;1;37;39;3;41;30;4;16;45;17;18;25;26;24;17;29;33;21;35;23;39;6;37;0;42;22;35;2;39
498487313;6548; Classique ;clos;2216;0.397678680513134;0.602321319486866;1;48;2015;34;7;60;82;28;82;75;82;60;44;58;37;6;53;20;78;53;63;76;22;74;9;4;49;5;76;34;41;49;69;76;25;1;27;30;32;67;6;59;72;57;71;13;36;31;66;72;45
413565323;2991; Facilities ;clos;956;0.386158475426279;0.613841524573721;1;48;2015;10;3;31;28;10;10;31;33;27;27;20;3;15;24;7;37;37;12;17;31;35;28;13;33;33;21;13;16;16;19;10;23;32;34;10;14;7;28;11;21;10;8;21;11;9;0;35;32
592030575;5229; Classique ;clos;1862;0.304073436603557;0.695926563396443;1;48;2015;55;38;75;31;43;59;41;10;64;3;60;71;21;16;42;50;36;16;2;65;38;66;47;7;1;33;63;21;53;6;12;33;7;25;45;12;52;67;36;32;67;70;14;39;60;52;56;50
424073325;3893; Classique ;clos;1245;0.436681222707424;0.563318777292576;1;48;2015;137;39;30;21;22;35;17;30;41;3;11;33;18;25;11;37;23;15;21;0;13;10;19;31;41;32;37;1;29;2;25;10;33;33;22;28;39;10;20;37;19;42;26;9;42;28;38;0
891843893;4899; Classique ;clos;1382;0.433761992243315;0.566238007756685;1;48;2015;8;44;15;2;56;21;4;38;52;41;18;9;56;16;3;19;38;18;31;54;28;43;36;19;35;17;46;28;50;51;55;4;24;56;51;1;23;25;38;31;2;5;53;54;10;33;13;8
981427713;4914; Classique ;clos;1419;0.416768416768417;0.583231583231583;1;48;2015;26;57;6;38;55;34;46;56;0;39;37;34;59;32;16;37;30;11;32;0;3;38;10;40;55;24;50;18;29;24;0;35;44;26;20;25;28;37;8;31;14;54;27;36;23;34;11;30
971659191;3577; Classique ;clos;1206;0.365110427732737;0.634889572267263;1;48;2015;3;33;32;17;29;17;0;19;22;9;13;5;9;25;33;10;47;34;18;13;20;35;25;15;7;27;42;43;34;43;19;32;43;13;35;2;5;31;39;39;45;22;41;45;34;14;41;27
605940881;6888; Classique ;clos;2152;0.401132404181185;0.598867595818815;1;48;2015;82;84;34;78;49;75;78;45;17;44;42;17;79;9;58;76;19;29;8;43;68;70;77;22;57;55;12;35;20;78;50;6;16;55;81;23;80;33;71;57;50;35;13;42;3;73;1;3
673456006;4974; Classique ;clos;1775;0.302774427020507;0.697225572979493;1;48;2015;87;30;28;20;30;17;63;60;42;56;54;14;71;7;64;51;7;32;65;1;47;4;24;7;38;62;59;6;60;35;11;12;45;57;60;64;30;52;30;12;41;37;50;56;19;16;20;22
306711493;1094; Facilities ;clos;278;0.489945155393053;0.510054844606947;1;48;2015;20;2;11;10;3;6;0;11;4;4;3;9;9;8;5;5;4;11;11;3;10;1;9;0;5;2;3;6;2;1;9;2;3;4;8;9;5;4;1;11;1;2;9;3;11;4;3;11
842039103;3593; Classique ;clos;1295;0.330086278875591;0.669913721124409;1;48;2015;113;25;26;19;23;44;21;1;14;28;29;30;19;4;39;45;2;20;39;12;37;42;10;46;10;11;7;24;36;34;49;44;31;38;19;35;15;23;14;13;39;9;47;44;21;21;9;14
887938136;5651; Classique ;clos;1659;0.391789063882499;0.608210936117501;1;48;2015;27;48;16;59;52;41;40;4;11;17;30;21;48;11;58;37;57;28;60;70;57;28;14;21;36;41;7;31;5;17;3;50;3;3;64;29;69;67;30;60;53;7;10;47;71;21;45;35
507651612;1855; Facilities ;clos;491;0.41078167115903;0.58921832884097;1;48;2015;3;20;9;20;21;11;15;0;4;22;6;6;4;8;13;10;4;5;14;20;22;6;10;2;16;11;22;16;8;21;16;3;1;7;8;14;5;1;15;6;1;22;6;5;14;10;3;5
798291315;2479; Facilities ;clos;596;0.484066155707947;0.515933844292053;1;48;2015;4;4;7;12;26;1;12;24;16;11;6;10;22;16;19;20;8;21;25;23;14;16;16;20;22;26;1;9;12;0;0;3;26;17;6;9;16;24;7;18;5;22;2;0;7;8;0;3
936576058;5558; Classique ;clos;1939;0.356962936308024;0.643037063691976;1;48;2015;89;56;17;10;66;56;21;70;43;54;15;49;66;53;47;55;57;16;29;43;33;3;15;71;11;53;42;42;19;42;10;61;50;70;54;5;44;4;47;39;52;42;68;1;35;22;30;62
300437668;2787; Facilities ;clos;623;0.488338715464657;0.511661284535343;1;48;2015;5;15;14;3;3;0;15;9;14;27;26;24;4;18;25;7;0;24;14;17;26;24;4;21;2;1;26;6;6;15;20;22;25;11;5;11;2;10;14;7;18;18;19;12;3;12;15;4
536231962;3488; Classique ;clos;1102;0.331422018348624;0.668577981651376;1;48;2015;46;23;42;28;13;31;1;4;25;4;11;5;27;24;0;39;7;26;0;9;29;35;20;47;19;3;2;8;23;31;38;28;9;36;8;45;5;38;4;34;47;42;39;22;30;7;40;48
294213340;3497; Classique ;clos;1022;0.39519588218473;0.60480411781527;1;48;2015;36;6;0;13;22;35;17;4;42;14;41;41;20;15;6;22;12;42;13;41;21;15;19;24;7;21;40;17;33;26;9;1;6;32;38;35;19;9;43;2;0;30;5;37;28;26;32;5
391511309;6291; Classique ;clos;2463;0.311874105865522;0.688125894134478;1;48;2015;150;33;8;66;41;32;79;44;83;2;78;24;15;31;83;42;24;34;0;75;72;65;41;81;53;42;30;27;82;38;90;28;59;87;75;73;77;37;29;46;10;85;12;76;33;82;57;32
718299164;1127; Facilities ;clos;294;0.488908606921029;0.511091393078971;1;48;2015;14;4;0;11;8;12;11;9;2;1;0;7;11;8;6;1;9;11;6;1;3;4;9;10;5;10;3;5;8;1;3;3;8;6;2;4;8;5;4;10;4;7;11;1;5;11;3;9
506856835;4510; Classique ;clos;1656;0.329268292682927;0.670731707317073;1;48;2015;116;13;40;53;33;57;12;58;38;23;49;3;9;8;31;56;58;49;60;62;39;17;58;12;33;39;18;24;36;14;15;13;33;44;36;63;32;36;27;11;39;41;52;31;20;3;28;14
888041674;3803; Classique ;clos;1365;0.379174336050486;0.620825663949514;1;48;2015;28;46;15;1;5;38;49;23;30;27;25;37;33;27;26;33;49;11;38;30;6;29;49;1;25;44;6;24;39;38;39;49;36;13;47;12;22;41;19;2;28;49;43;30;7;33;38;25
409375194;1840; Facilities ;clos;483;0.434782608695652;0.565217391304348;1;48;2015;0;19;10;5;7;13;4;20;11;2;8;21;5;3;1;12;2;3;1;16;8;21;19;7;10;19;18;10;2;8;0;20;11;5;15;7;18;12;20;11;2;2;13;1;2;20;19;20
565037337;6353; Classique ;clos;2121;0.320163702187943;0.679836297812057;1;48;2015;112;73;32;12;39;73;3;75;76;77;11;2;10;18;3;8;52;83;49;39;80;49;70;38;63;36;53;83;78;38;30;1;35;7;85;17;33;51;52;4;54;24;63;52;82;21;35;40
716725274;2695; Facilities ;clos;830;0.412987012987013;0.587012987012987;1;48;2015;43;7;10;5;12;23;11;18;3;29;23;32;21;18;21;31;14;14;27;3;10;20;24;15;7;9;7;11;18;1;32;30;25;18;8;6;17;27;29;24;12;18;25;14;0;5;24;29
882274708;4127; Classique ;clos;1075;0.420402229222195;0.579597770777805;1;48;2015;96;4;18;3;4;1;47;6;10;11;41;40;31;36;42;28;11;31;19;15;8;38;5;23;2;33;27;42;32;32;9;9;32;49;21;3;25;31;11;18;6;2;30;16;22;40;0;15
572934417;6964; Classique ;clos;2386;0.304853532452613;0.695146467547387;1;48;2015;101;61;48;37;34;71;52;20;33;33;0;93;48;55;63;74;23;18;53;92;13;12;94;67;34;94;25;26;53;74;72;92;23;59;10;21;30;42;20;67;90;97;93;18;27;39;33;52
826210267;5541; Classique ;clos;1636;0.408770979967515;0.591229020032485;1;48;2015;108;44;3;53;3;66;11;53;21;14;18;46;62;39;27;23;62;44;0;14;57;13;47;39;25;42;64;19;22;10;18;18;25;36;12;11;8;33;54;66;35;45;1;41;23;65;49;47
493912536;4674; Classique ;clos;1358;0.470474967907574;0.529525032092426;1;48;2015;59;1;12;44;7;43;28;45;39;3;48;36;49;36;25;10;35;45;5;28;45;13;48;9;23;4;46;10;4;4;35;23;33;23;41;43;32;19;45;15;39;16;25;23;46;17;40;39
694592965;3834; Classique ;clos;1365;0.331768388106416;0.668231611893584;1;48;2015;32;53;13;23;32;14;23;17;46;48;11;29;26;33;22;45;15;46;2;14;36;44;3;20;37;45;29;40;39;41;33;44;40;21;28;42;13;28;18;9;40;22;48;26;26;12;35;2
468104501;4079; Classique ;clos;1434;0.34787938220152;0.65212061779848;1;48;2015;68;12;6;33;5;28;50;47;14;26;17;48;55;49;50;12;40;35;44;31;8;51;3;10;12;24;34;34;12;52;18;42;20;8;36;42;39;49;7;33;33;2;20;52;45;44;31;3
867080366;7124; Classique ;clos;1698;0.456344750140371;0.543655249859629;1;48;2015;7;6;51;36;12;58;3;24;48;29;2;74;27;17;48;28;5;23;23;38;63;17;22;52;4;65;13;0;1;55;45;21;58;50;24;50;59;75;6;56;24;79;72;20;43;68;57;40
917026899;3435; Classique ;clos;949;0.399417758369723;0.600582241630277;1;48;2015;3;7;11;29;16;3;31;23;27;31;3;0;3;15;29;11;15;19;37;17;20;21;42;33;2;17;18;2;17;11;40;32;3;21;35;41;18;40;13;37;17;40;14;9;27;14;5;30
499592637;2115; Facilities ;clos;665;0.436406619385343;0.563593380614657;1;48;2015;20;20;22;9;19;1;23;19;7;24;8;15;18;19;13;3;4;11;3;8;16;2;22;14;23;23;23;18;2;14;22;5;11;4;7;8;16;23;10;21;21;6;23;15;9;12;14;15
720476654;7104; Classique ;clos;2407;0.345579954954955;0.654420045045045;1;48;2015;9;31;70;13;92;41;60;45;27;89;80;9;29;86;40;91;84;21;56;93;11;85;50;55;39;18;61;89;19;24;65;5;23;44;50;51;44;81;64;54;72;48;6;28;90;73;29;63
618428923;2328; Facilities ;clos;842;0.3303264604811;0.6696735395189;1;48;2015;65;5;21;5;18;31;7;27;2;28;8;22;15;2;15;3;13;13;30;28;21;19;14;31;30;3;1;22;16;6;16;1;0;20;27;20;18;24;21;30;23;31;20;19;1;20;2;28
154943147;5824; Classique ;clos;1726;0.337912087912088;0.662087912087912;1;48;2015;52;51;43;27;1;37;57;45;10;70;6;37;24;68;45;34;33;51;24;44;26;71;11;64;29;73;32;39;23;1;66;56;77;31;74;16;11;26;1;70;39;26;4;50;22;8;18;3
